LEVANGER|START|2.10|1.65
RANHEIM|MJONDALEN|2.00|1.70
STROMMEN|SANDNES|1.80|1.90
SKEID|K.OSLO|2.55|1.40
VINDBJART|HODD|3.15|1.26
BYASEN|FANA|2.55|1.40
NOTODDEN|NARDO|2.30|1.45
EGERSUNDS|BRYNE|2.55|1.40
SP.TRINIDENSE|GENERAL DIAZ|1.75|1.95
DEP.CAPIATA|CERRO PORTENO|1.95|1.75
OLIMPIA A.|SOL DE AMERICA|1.95|1.75
CL.GUARANI|RUBIO NU|2.25|1.55
SP.LUQUENO|LIBERTAD|1.95|1.75
UNION COMERCIO|SPORT HUANCAYO|1.75|1.95
SPORT ROSARIO|GARCILASO|1.70|2.00
U.DE DEPORTES|DEP. MUNICIPAL|1.70|2.00
AYACUCHO|FBC MELGAR|1.95|1.75
ALIANZA ATL.|JUAN AURICH|1.95|1.75
SPORTING CRISTAL|ALIANZA LIMA|2.00|1.70
AD CANTOLAO|COMERCIANTES U.|1.80|1.85
CAJAMARCA|U. SAN MARTIN|2.00|1.70
RADOMIAK R.|BYTOVIA BYTOW|1.80|1.90
SUWON B.|SEOUL|1.70|2.00
GANGWON|JEJU UTD|1.85|1.85
INCHEON UTD|SANGJU|1.65|2.10
ASAN M.|GYEONGNAM|1.70|2.00
BUSAN|SEONGNAM FC|1.55|2.30
BUCHEON FC|FC ANYANG|1.65|2.05
GETAFE|HUESCA|1.70|2.10
TENERIFE|CADIZ|1.55|2.40
VALENCIA B|ALBACETE|1.50|2.25
SANTANDER|BARCELONA B|2.05|1.60
SYRIANSKA|FREJ|2.00|1.75
DALKURD|HELSINGBORG|1.85|1.85
NORRBY|ORGRYTE|1.95|1.75
TRELLEBORGS|GEFLE|2.12|1.65
UMEA FC|ARAMEISK|2.25|1.55
AKROPOLIS|TEAM TG FF|2.85|1.33
IFK LULEA|VASALUNDS|1.95|1.70
ENSKEDE|SANDVIKENS IF|2.20|1.55
LANDSKRONA|SKOVDE AIK|2.25|1.50
ROSENGARD|MJALLBY|2.25|1.50
KRISTIANSTADS|ANGELHOLMS|1.85|1.75
UPSALA|LIDINGO IFK|2.50|1.40
HARNOSANDS|OSTERSUNDS|2.55|1.40
SKELLEFTEA|HUDIKSVALLS|2.40|1.45
SODERHAMNS|PITEA|3.00|1.30
OSTERLEN FF|KVARNBY|3.15|1.27
NYBRO|PRESPA BIRLIK|3.30|1.25
BEC T.SASANA|N.RATCHASIMA|1.80|1.85
BANGKOK UTD|THAI HONDA FC|4.10|1.16
SISAKET|CHIANGRAI UTD|5.30|1.09
SUKHOTHAI|MUANG THONG|3.50|1.22
CLUB AFRICAIN|BEN GUERDANE|1.90|1.70
CLUB AFRICAIN|BEN GUERDANE|1.90|1.70
CLUB AFRICAIN|BEN GUERDANE|1.90|1.70
CLUB AFRICAIN|BEN GUERDANE|1.90|1.70
