ALDERSHOT|SOLIHULL|2,19|1,60
WHITEHAWK|POOLE|1,90|1,80
CHELMSFORD CITY|BOGNOR REGIS TOWN|2,41|1,50
WESTON|HAVANT&WAT.|2,41|1,50
BATH CITY|WELLING UTD.|2,29|1,55
THURROCK|WEALDSTONE|2,41|1,50
EASTBOURNE|CHIPPENHAM|2,41|1,50
HAMEL|TRURO CITY|2,41|1,50
HAMPTON&R.|DARTFORD|2,03|1,70
ST.ALBANS|GLOUCESTER CITY|2,19|1,60
OXFORD CITY|BRAINTREE|2,41|1,50
HUNGERFORD|CONCORD|2,11|1,65
STOCKPORT|BRADFORD P.A.|2,11|1,65
TELFORD|B.SPARTANS|1,96|1,75
CHORLEY|YORK|1,96|1,75
NUNEATON|ALFRETON|2,19|1,60
SPENNYMOOR|GAINSBOROUGH|2,29|1,55
KIDDERMINSTER|BOSTON UNITED|2,19|1,60
FERRIBY|TAMWORTH|2,19|1,60
MANCHESTER|LEAMINGTON|2,29|1,55
CURZON|SALFORD CITY|2,11|1,65
HARROGATE T.|BRACKLEY TOWN|2,03|1,70
PORTIMONENSE|CHAVES|1,60|2,20
SPARTAK M.II|ENERGIYA V.|1,60|2,20
TAMBOV|OLIMPIETS|1,69|2,05
CRUSADERS|MOTHERWELL M20|2,25|1,50
PETERHEAD|ANAN ATHLETIC|2,41|1,50
DUNDEE UTD.|ALLOA|2,90|1,35
BERWICK|QUEEN OF S.|2,55|1,45
ST.MIRREN|HEARTS M20|2,70|1,40
HAMILTON M20|COVE|2,37|1,45
ABERDEEN M20|INVERNESS|2,41|1,50
BUCKIE|DUNFERMLINE|2,90|1,35
RAITH|ROSS COUNTY M20|2,41|1,50
ELGIN|BRAY|2,41|1,50
DEGERFORS|BROMMAPOJKARNA|2,29|1,55
WESTERLO|LEUVEN|2,11|1,65
BALTIKA|KUBAN|1,55|2,30
ZENIT II|FAKEL|1,60|2,20
BRESCIA|PALERMO|1,69|2,05
GABON|IVORY COAST|1,41|2,70
FINLAND|ICELAND|1,53|2,35
GEORGIA|R.IRELAND|1,55|2,30
ALBANIA|LIECHTENSTEIN|2,70|1,40
SERBIA|MOLDOVA|2,29|1,55
BYTOVIA BYTOW|POGON SIEDLCE|1,76|1,95
FALKENBERG|GEFLE|2,19|1,60
TRANMERE|DOVER ATHLETIC|1,80|1,90
STOMIL|LECCZNA BOGDANKA|1,85|1,85
RIO AVE|PIEDADE|1,76|1,95
RKC WAALWIJK|DE GRAAFSCHAP|2,41|1,50
CERCLE BRUGGE|LIERSE|2,19|1,60
WALES|AUSTRIA|1,55|2,30
UKRAINE|TURKEY|1,55|2,30
SPAIN|ITALY|1,55|2,30
CROATIA|KOSOVO|4,70|1,15
CYPRUS|B&H|1,72|2,00
GREECE|ESTONIA|1,53|2,35
BELGIUM|GIBRALTAR|-|-
HAUKAR|LEIKNIR|2,19|1,60
O'HIGGINS|SANTIAGO W.|1,80|1,90
VENEZUELA|COLOMBIA|1,96|1,75
CHILE|PARAGUAY|1,96|1,75
URUGUAY|ARGENTINA|1,90|1,80
BRAZIL|ECUADOR|2,19|1,60
PUMAS UNAM|CELAYA|1,80|1,90
PERU|BOLIVIA|2,03|1,70
NEW ZEALAND|SOLOMON I.|2,90|1,35
KAZAKHSTAN M21|MONTENEGRO M21|1,69|2,05
SLOVENIA M21|LUXEMBOURG M21|2,29|1,55
LATVIA M21|UKRAINE M21|1,72|2,00
ESTONIA M21|SLOVAKIA M21|1,72|2,00
B&H M21|ROMANIA M21|1,69|2,05
HAKA|E.I.F.|2,11|1,65
TPS|AC OULU|1,90|1,80
GHANA|CONGO|1,60|2,20
CYPRUS M21|MALTA M21|1,72|2,00
NETHERLANDS M21|ENGLAND M21|1,80|1,90
GEORGIA M21|POLAND M21|1,80|1,90
SERBIA M21|GIBRALTAR M21|4,70|1,15
BELARUS M21|GREECE M21|1,47|2,50
NIGERIA|CAMEROON|1,60|2,20
KAZAKHSTAN|MONTENEGRO|1,69|2,05
SWITZERLAND M21|WALES M21|1,80|1,90
KOSOVO M21|NORWAY M21|2,41|1,50
MARITIMO|ESTORIL|1,60|2,20
OSTERS|IK FREJ|2,41|1,50
BOULOGNE|BEZIERS|1,62|2,15
CHOLET|MARSEILLE C.|1,76|1,95
CONCARNEAU|LYON DUCHERE|1,53|2,35
CRETEIL|GRENOBLE|1,55|2,30
PAU|AVRANCHES|1,55|2,30
RODEZ|CHAMBLY|1,55|2,30
ENTENTE|HERBIERS|1,60|2,20
DORDRECHT|EMMEN|2,29|1,55
HELMOND|GO AHEAD|2,29|1,55
PSV II|AJAX II|2,55|1,45
UTRECHT II|AZ ALKMAR II|2,55|1,45
MVV|DEN BOSCH|2,55|1,45
NEC|EINDHOVEN|2,90|1,35
FORTUNA S.|ALMERE|2,70|1,40
TELSTAR|OSS|2,55|1,45
ROESELARE|BEERSCHOT WILRIJK|2,15|1,55
CAPE VERDE|S.AFRICA|1,47|2,50
LITHUANIA|SCOTLAND|1,55|2,30
SAN MARINO|N.IRELAND|2,70|1,40
DENMARK|POLAND|1,80|1,90
CZECH R.|GERMANY|1,96|1,75
ROMANIA|ARMENIA|1,80|1,90
MALTA|ENGLAND|3,20|1,30
SLOVAKIA|SLOVENIA|1,55|2,30
NORWAY|AZERBAIJAN|1,55|2,30
BOHEMIANS D.|GALWAY|1,72|2,00
DUNDALK|ST.PATRICK'S|2,29|1,55
SHAMROCK|CORK CITY|1,69|2,05
LIMERICK|FINN HARPS|1,85|1,85
ATHLONE|COBH RAMBLERS|2,70|1,40
WATERFORD|SHELBOURNE|1,90|1,80
UCD|WEXFORD|2,11|1,65
CABINTEELY|LONGFORD|1,69|2,05
STRANRAER|PARTICK M20|2,25|1,50
MOROCCO|MALI|1,47|2,50
TUNISIA|DR CONGO|1,47|2,50
USA|COSTA RICA|1,62|2,15
TRINIDAD|HONDURAS|1,60|2,20
MEXICO|PANAMA|1,80|1,90
YAMAGATA|OKAYAMA|1,60|2,20
KAMATAMARE|FUKUOKA|1,72|2,00
KYOTO PURPLE SANGA|YAMAGUCHI|1,85|1,85
JEF UNITED|TOKYO VERDY|2,03|1,70
MITO HOLLYHOCK|NAGOYA GE|1,96|1,75
YAMAGA|TOKUSHIMA|1,80|1,90
KANAZAWA|V-VAREN NAGASAKI|1,62|2,15
OITA TRINITA|KUSATSU|1,96|1,75
KUMAMOTO|M.ZELVIA|1,69|2,05
BELLMARE S.|YOKOHAMA FC|1,69|2,05
GWANGJU SANGMU|JEJU UNITED|1,76|1,95
DYNAMO SPB|VOLGAR A.|1,60|2,20
ENISEY|ROTOR|1,85|1,85
SIBIR|TOMSK|1,55|2,30
TYUMEN|KHIMKI|1,53|2,35
BRADFORD|BRISTOL ROVERS|1,80|1,90
SHINNIK|KURSK|1,60|2,20
DUNKERQUE|LAVAL|1,55|2,30
ZAMBIA|ALGERIA|1,47|2,50
ODRA OPOLE|CHOJNICZANKA|1,85|1,85
SPORTIVO T.|LIBERTAD|-|-
CHICO|LEONES|1,69|2,05
CURICO UNIDO|PALESTINO|1,72|2,00
TIJUANA|ATLANTE|2,03|1,70
GUADALAJARA|SANTOS LAGUNA|1,76|1,95
CIMARRONES|QUERETARO|1,76|1,95
CEREZO OSAKA|URAWA RD|2,29|1,55
KAWASAKI F.|TOKYO|2,03|1,70
VISSEL KOBE|GAMBA OSAKA|1,90|1,80
VEGALTA SENDAI|KASHIMA A.|2,03|1,70
AREMA|PSM|1,64|2,00
PS TNI|BARITO PUTERA|2,37|1,45
CHITA|IRTYSH OMSK|1,90|1,80
VANLOSE|FREMAD AMAGER|2,70|1,35
VARDE|HORSENS|3,60|1,20
NORRESUNDBY|SKIVE|2,90|1,30
RKG|FREDERICIA|2,37|1,45
SOLIN|SIBENIK|1,80|1,90
KUSTOSIJA|RADNIK S.|1,96|1,75
LUCKO|NOVIGRAD|1,69|2,05
HNK GORICA|DUGOPOLJE|1,80|1,90
ARNA BJORNAR W|BODO W|2,41|1,50
ORN W|VOLERENGA W|2,03|1,70
CALAHORRA|REAL UNION|1,72|2,00
BUNKEFLO W|ROSENGARD W|2,50|1,40
BRONSHOJ|NAESTVED|2,06|1,60
HB KOGE|NYKOBING|1,91|1,70
AMERICA QUITO|GUALACEO|1,60|2,20
BADALONA|ELCHE|1,90|1,80
PENA|MIRANDES|1,90|1,80
DJURGARDEN W|HAMMARBY W|1,80|1,80
SUNRED BEACH|OTTERUP|2,15|1,55
